Review Number,Source,Location,Review
1116,SiteJabber,NA,"So, Scotiabank has held my husband's paycheck for 3 days now. He is a truck driver. Since Monday he has called the bank while out on the road, with no food nothing. How is it fair for us to have been with this bank over 40 years and they can just hold our $$$. We've NEVER bounced a cheque, not to mention he's been with the same company year's. We are closing our accounts as Scotiabank has now made us miss payments elsewhere. Shame on this bank. If anyone has a mortgage, do not go to this Bank as they keep your hard earned $$$ from u when you need it"
1117,SiteJabber,NA,"This bank is terrible and will be banking somewhere else. I've worked hard to get my credit up, applied for couple got approve and confirmed. Even spoke with a customer representative because I've changed address. Wait 2 weeks to find out they put a hold because they need more information. I don't care about that cause my other credit card raised my limit, I know I'm good. But to not notify is unacceptable. To waste my time, get hard enquiry on my credit score, my plans to buy things for my new place. I'm also going to start another company and ruin my schedule because of their laziness or care about their client and reputation. Om definitely pissed for they've don't that several times now. Have more poor reviews and good ones, I'm not the only one that feel this way. Save yourself the heartache and bank somewhere else. I'm speechless how much they suck!"
1118,SiteJabber,NA,"To deal with Scotia Bank It's mere wastage of time & money. If you visit the branch as per appointment, you still need to wait there a lot that spoils your whole day schedule. If you try to contact them on phone, they put you on hold for 40,50 or even more & then disconnect without saying a word.
I'm so very much disappointed.
Please verify the facts before even thinking of choosing This bank.

Good luck"
1119,SiteJabber,NA,"I've spent the past 2 years attempting to manage my account with Scotiabank Turks & Caicos. They have requested repeatedly forms of documentation like drivers license, passport, personal and business documents etc. etc. Yet they continue to make ridiculous excuses to keep me away from my $5525. I think they are simply trying to make me give up so they can steal my funds. Scotiabank, I have retained all the email communications illustrating how crooked you are. Care to challenge me to release these publicly and humiliate your company further?"
1120,SiteJabber,NA,"Customer service consists of a mandatory conversation with a robot before being informed that wait times to speak to a human are ""greater that 45 minutes"". I have done so twice already today only to be cut off after the long wait without actually speaking to anyone. After many years with this bank, I am now on the hunt for an alternative. Who in their right mind would continue to accept this kind of treatment?"
1121,SiteJabber,NA,"Don't choose this bank, I guess it will bankrupt.

Scotiabank's new campaign from Rethink - aptly titled Bad Advice - is a response to the onslaught of unsolicited advice that we find ourselves faced with today. Everything from relationship advice, to financial advice, to parenting advice.

A majority of Canadians find the financial world more confusing and complex than they did five years ago. And unsolicited, automated, and downright bad advice about money is a big cause of this confusion, with 54% of Canadians admitting to receiving bad financial advice at least once."
1122,SiteJabber,NA,"They put a five business day hold on your entire check and sometimes it's longer than five business days before they release the funds. Anytime you try to call them it's impossible to get through and nobody is able to help you with your holds. Any branch I ever go to to deposit, the ATM machines never work. Overall, I have deep regret that I even open an account with them."
1123,SiteJabber,NA,"I've never been to a bank where no one knew anything about their own products and services. Don't take any financial advice from their brain dead advisors because they'll just screw you over. Do your own research.

Every advisor I spoke didn't know $#*!, gave $#*!ty advice, and just kept passing me onto the next person. Even the manager sounds like he hates his life and doesn't want to be there. I'm never banking with Scotiabank again. It's a sad excuse for a bank. They might as well hire AI to answer their calls. At least I'll actually get helpful information. Asking them questions is like pulling teeth. I have to ask the same question ten times for them to get it and then they tell me ten different answers and transfer me to at least three people. No one wants to take any responsibility and help customers out. They should all just quit."
1124,SiteJabber,NA,"Did an international money transfer from my bank 2 years ago. Money got bounced back from the receiving international bank but did not return to my account till date. I've made several trips to the branch and everyone I spoke to either appear clueless or are not interested to help at. Several rounds of telephone calls and emails and yet no way of tracking the money in their system. They are such a joke of a bank. If I had my way, I will pull out this minute."
1125,SiteJabber,NA,"Like what kind of logic is it to lock someone out of their online banking while they mail you a new card. Like the mail took 20 days for the card to arrive during which i had no access to my bank account...

Also everytime i phone i get the message ""We're experiencing higher than normal call volumes"". How is that possible 24/7 you may wonder? Well god damn i wish to know too, it's almost like they're $#*!ty design decisions result in more people calling in and not enough reps to take the calls.

Hopefully someone avoids this bank because of these reviews, wish i had seen it before although i had little choice."
1126,SiteJabber,NA,"Getting help in the Yale bank is almost impossible when you have a manager that doesn't want to listen or answer any of your questions. Not to mention, the new recruit you have working at the teller there does not seem to know what they're doing. Asking simple banking questions she has that deer in headlights look. By now she should at least know the basics. I was even supposed to get a call back and that never happened so I waited around my house for one. I never did get the answer as to why my check is on hold either when it's a government check. All in all my experience here has been bad. Horrible customer service, long lines and workers that don't know what they're doing."
1127,SiteJabber,NA,"They are horrible, don't ever use. They will take payments on incorrect days, bounce payments as they feel, including bouncing payments because they took their fees first. Now they REQUIRE 2 step verification with a cell phone and I can no longer login to the bank without it. I am done and ma closing my account. NOT worth the headache. 0 stars if it would let me"
1128,SiteJabber,NA,"After spending 45 minutes waiting for customer service, to ask about why I cannot use my debit card on Gray, I was transferred to fraud… who apparently handle this kind of claim.
Spent another 30 minutes with no answer… could not take it any longer.
I really do not know how a bank that makes billions in profit cannot handle customer requests in a decent and timely way! A disaster!"
1129,SiteJabber,NA,I did a deposit and I dont see the money in my account i need my money heeelllppppp! Please sought it out please I need my money
1130,SiteJabber,NA,"Getting help in the Yale bank is almost impossible when you have a manager that doesn't want to listen or answer any of your questions. Not to mention, the new recruit you have working at the teller there does not seem to know what they're doing. Asking simple banking questions she has that deer in headlights look. By now she should at least know the basics. I was even supposed to get a call back and that never happened so I waited around my house for one. I never did get the answer as to why my check is on hold either when it's a government check. All in all my experience here has been bad. Horrible customer service, long lines and workers that don't know what they're doing."
